[ 2023-09-25 13:05:08,353 ] 159 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2023-09-25 13:05:09,326 ] 24 root - INFO - Entered the data ingestion method
[ 2023-09-25 13:05:09,333 ] 27 root - INFO - Read the dataset as DF
[ 2023-09-25 13:05:09,341 ] 32 root - INFO - train test split initiated
[ 2023-09-25 13:05:09,350 ] 38 root - INFO - ingestion of data is completed
[ 2023-09-25 13:05:09,353 ] 60 root - INFO - read train and test data completed
[ 2023-09-25 13:05:09,353 ] 61 root - INFO - obtaining preprocessing object
[ 2023-09-25 13:05:09,353 ] 32 root - INFO - Numerical Feature encoding completed
[ 2023-09-25 13:05:09,353 ] 42 root - INFO - Categorical Feature encoding completed
[ 2023-09-25 13:05:09,355 ] 74 root - INFO - Applying preprocessing object on training dataframe and testing dataframe.
